,Giorno,Transazioni,Spesa Facebook,google,Organico,day_week,month
1137,2021-08-11,42,269.07,52.81,210.0,2,8
1138,2021-08-12,42,274.8,52.35,223.0,3,8
1139,2021-08-13,28,270.59,68.36,170.0,4,8
1140,2021-08-14,24,292.82,58.01,143.0,5,8
1141,2021-08-15,16,267.43,69.16,158.0,6,8
1142,2021-08-16,35,267.4,71.4,196.0,0,8
1143,2021-08-17,26,271.35,66.91,217.0,1,8
1144,2021-08-18,34,278.85,67.5,194.0,2,8
1145,2021-08-19,32,270.87,59.03,214.0,3,8
1146,2021-08-20,38,305.3,51.65,161.0,4,8
1147,2021-08-21,25,314.3,59.88,175.0,5,8
1148,2021-08-22,28,269.76,67.62,172.0,6,8
1149,2021-08-23,46,142.59,63.68,220.0,0,8
1150,2021-08-24,41,138.69,64.04,206.0,1,8
1151,2021-08-25,38,142.0,57.76,198.0,2,8
1152,2021-08-26,38,122.63,73.91,180.0,3,8
1153,2021-08-27,45,211.85,63.09,196.0,4,8
1154,2021-08-28,31,220.42,74.4,177.0,5,8
1155,2021-08-29,35,200.17,74.24,206.0,6,8
1156,2021-08-30,24,173.36,63.88,225.0,0,8
1157,2021-08-31,42,173.66,59.14,245.0,1,8
1158,2021-09-01,27,169.47,54.06,243.0,2,9
1159,2021-09-02,27,169.59,56.58,213.0,3,9
1160,2021-09-03,24,163.13,56.83,197.0,4,9
1161,2021-09-04,15,164.07,36.92,175.0,5,9
1162,2021-09-05,24,156.16,52.32,192.0,6,9
1163,2021-09-06,39,153.74,56.78,221.0,0,9
1164,2021-09-07,46,157.39,51.55,197.0,1,9
1165,2021-09-08,30,152.72,49.43,181.0,2,9
1166,2021-09-09,23,156.23,49.13,162.0,3,9
1167,2021-09-10,23,124.42,37.72,154.0,4,9
1168,2021-09-11,13,113.8,58.16,124.0,5,9
1169,2021-09-12,18,135.82,57.33,167.0,6,9
1170,2021-09-13,22,160.43,56.95,197.0,0,9
1171,2021-09-14,25,148.74,53.7,201.0,1,9
1172,2021-09-15,29,116.94,50.43,194.0,2,9
1173,2021-09-16,15,116.34,40.69,139.0,3,9
1174,2021-09-17,24,173.0,50.14,135.0,4,9
1175,2021-09-18,23,124.01,46.62,153.0,5,9
1176,2021-09-19,18,117.29,41.62,182.0,6,9
1177,2021-09-20,23,106.34,44.57,219.0,0,9
1178,2021-09-21,26,117.14,43.08,167.0,1,9
1179,2021-09-22,19,119.25,29.77,155.0,2,9
1180,2021-09-23,28,119.02,47.25,152.0,3,9
1181,2021-09-24,21,142.29,41.87,160.0,4,9
1182,2021-09-25,20,171.69,42.0,120.0,5,9
1183,2021-09-26,13,167.26,41.17,154.0,6,9
