,Giorno,Transazioni,Spesa Facebook,google,Organico,day_week,month
625,2020-03-17,0,0.0,0.0,34.0,1,3
626,2020-03-18,1,0.0,0.0,45.0,2,3
627,2020-03-19,1,0.0,0.0,56.0,3,3
628,2020-03-20,0,0.0,0.0,30.0,4,3
629,2020-03-21,0,0.0,0.0,40.0,5,3
630,2020-03-22,0,0.0,0.0,55.0,6,3
631,2020-03-23,0,0.0,0.0,57.0,0,3
632,2020-03-24,4,0.0,0.0,52.0,1,3
633,2020-03-25,0,0.0,0.0,67.0,2,3
634,2020-03-26,0,0.0,0.0,53.0,3,3
635,2020-03-27,1,1.7,0.0,56.0,4,3
636,2020-03-28,1,9.79,0.0,55.0,5,3
637,2020-03-29,0,9.75,0.0,66.0,6,3
638,2020-03-30,6,9.72,0.0,63.0,0,3
639,2020-03-31,2,10.15,0.0,72.0,1,3
640,2020-04-01,1,10.03,0.0,74.0,2,4
641,2020-04-02,1,9.87,0.0,75.0,3,4
642,2020-04-03,1,10.28,0.0,65.0,4,4
643,2020-04-04,0,5.66,0.0,69.0,5,4
644,2020-04-05,0,0.0,0.0,74.0,6,4
645,2020-04-06,7,0.0,0.0,105.0,0,4
646,2020-04-07,7,0.0,0.0,98.0,1,4
647,2020-04-08,3,0.0,0.0,78.0,2,4
648,2020-04-09,4,0.0,0.0,74.0,3,4
649,2020-04-10,4,0.0,0.0,109.0,4,4
650,2020-04-11,0,0.0,0.0,86.0,5,4
651,2020-04-12,4,0.0,0.0,98.0,6,4
652,2020-04-13,1,0.0,0.0,94.0,0,4
653,2020-04-14,2,0.0,0.0,89.0,1,4
654,2020-04-15,2,0.0,0.0,83.0,2,4
655,2020-04-16,3,0.0,0.0,90.0,3,4
656,2020-04-17,2,0.0,0.0,84.0,4,4
657,2020-04-18,5,0.0,0.0,96.0,5,4
658,2020-04-19,2,0.0,0.0,97.0,6,4
659,2020-04-20,3,0.0,0.0,110.0,0,4
660,2020-04-21,5,8.98,0.0,107.0,1,4
661,2020-04-22,2,9.54,0.0,118.0,2,4
662,2020-04-23,6,10.07,0.0,125.0,3,4
663,2020-04-24,4,1.15,0.0,93.0,4,4
664,2020-04-25,2,0.0,0.0,97.0,5,4
665,2020-04-26,6,0.0,0.0,104.0,6,4
666,2020-04-27,3,4.71,0.0,109.0,0,4
667,2020-04-28,13,21.05,0.0,149.0,1,4
668,2020-04-29,9,20.99,0.0,137.0,2,4
669,2020-04-30,4,21.31,0.0,107.0,3,4
670,2020-05-01,13,16.72,0.0,152.0,4,5
671,2020-05-02,6,16.77,0.0,127.0,5,5
672,2020-05-03,12,29.93,0.0,180.0,6,5
673,2020-05-04,8,29.53,0.0,177.0,0,5
674,2020-05-05,14,20.3,0.0,171.0,1,5
675,2020-05-06,10,19.85,0.0,173.0,2,5
676,2020-05-07,17,20.24,0.0,195.0,3,5
677,2020-05-08,14,20.66,0.0,172.0,4,5
678,2020-05-09,9,24.19,0.0,181.0,5,5
679,2020-05-10,6,39.37,0.0,158.0,6,5
680,2020-05-11,11,39.68,0.0,193.0,0,5
681,2020-05-12,16,39.55,0.0,218.0,1,5
682,2020-05-13,10,39.44,0.0,189.0,2,5
683,2020-05-14,14,40.64,0.0,210.0,3,5
684,2020-05-15,12,40.29,0.0,198.0,4,5
685,2020-05-16,8,41.03,0.0,185.0,5,5
686,2020-05-17,9,40.36,0.0,240.0,6,5
687,2020-05-18,14,38.13,0.0,243.0,0,5
688,2020-05-19,11,32.29,0.0,257.0,1,5
689,2020-05-20,15,32.13,0.0,246.0,2,5
690,2020-05-21,6,32.33,0.0,232.0,3,5
691,2020-05-22,13,32.46,0.0,276.0,4,5
692,2020-05-23,10,31.96,0.0,227.0,5,5
693,2020-05-24,17,32.28,0.0,272.0,6,5
694,2020-05-25,12,31.59,0.0,296.0,0,5
695,2020-05-26,13,32.41,0.0,234.0,1,5
696,2020-05-27,9,32.23,0.0,253.0,2,5
697,2020-05-28,13,31.0,0.0,253.0,3,5
698,2020-05-29,11,30.04,0.0,207.0,4,5
699,2020-05-30,7,29.96,0.0,242.0,5,5
700,2020-05-31,11,30.29,0.0,268.0,6,5
701,2020-06-01,14,29.77,0.0,305.0,0,6
702,2020-06-02,20,30.03,0.0,286.0,1,6
703,2020-06-03,17,29.73,0.0,286.0,2,6
704,2020-06-04,16,29.9,0.0,263.0,3,6
705,2020-06-05,9,29.95,0.0,280.0,4,6
706,2020-06-06,10,30.33,0.0,254.0,5,6
707,2020-06-07,15,30.07,0.0,340.0,6,6
708,2020-06-08,20,29.69,0.0,298.0,0,6
709,2020-06-09,11,30.04,0.0,305.0,1,6
710,2020-06-10,8,29.88,0.0,291.0,2,6
711,2020-06-11,13,29.87,0.0,293.0,3,6
712,2020-06-12,18,26.41,0.0,299.0,4,6
713,2020-06-13,15,21.15,0.0,300.0,5,6
714,2020-06-14,19,21.32,0.0,327.0,6,6
715,2020-06-15,23,21.01,0.0,359.0,0,6
716,2020-06-16,16,13.54,0.0,337.0,1,6
717,2020-06-17,18,1.17,0.0,311.0,2,6
718,2020-06-18,22,1.17,0.0,326.0,3,6
719,2020-06-19,15,1.16,0.0,310.0,4,6
720,2020-06-20,14,1.21,0.0,297.0,5,6
721,2020-06-21,3,1.21,0.0,285.0,6,6
722,2020-06-22,10,1.66,0.0,291.0,0,6
723,2020-06-23,7,2.18,0.0,273.0,1,6
724,2020-06-24,10,1.19,0.0,236.0,2,6
725,2020-06-25,15,1.16,0.0,275.0,3,6
726,2020-06-26,6,1.2,0.0,233.0,4,6
727,2020-06-27,14,1.19,0.0,253.0,5,6
728,2020-06-28,5,1.18,0.0,287.0,6,6
729,2020-06-29,12,1.15,0.0,275.0,0,6
730,2020-06-30,7,1.21,0.0,254.0,1,6
731,2020-07-01,5,1.19,0.0,258.0,2,7
732,2020-07-02,8,1.17,0.0,263.0,3,7
733,2020-07-03,5,0.68,0.0,210.0,4,7
734,2020-07-04,25,0.0,0.0,258.0,5,7
735,2020-07-05,41,0.0,0.0,351.0,6,7
736,2020-07-06,37,0.0,0.0,375.0,0,7
737,2020-07-07,19,0.0,0.0,335.0,1,7
738,2020-07-08,21,0.0,0.0,347.0,2,7
739,2020-07-09,14,0.0,0.0,293.0,3,7
740,2020-07-10,9,0.0,0.0,306.0,4,7
741,2020-07-11,13,0.0,0.0,237.0,5,7
742,2020-07-12,14,0.0,0.0,267.0,6,7
743,2020-07-13,18,0.0,0.0,280.0,0,7
744,2020-07-14,15,0.0,0.0,253.0,1,7
745,2020-07-15,21,0.0,0.0,275.0,2,7
746,2020-07-16,14,0.0,0.0,318.0,3,7
747,2020-07-17,23,0.0,0.0,346.0,4,7
748,2020-07-18,14,0.0,0.0,297.0,5,7
749,2020-07-19,10,0.0,0.0,276.0,6,7
750,2020-07-20,16,0.0,0.0,318.0,0,7
751,2020-07-21,11,0.0,0.0,263.0,1,7
752,2020-07-22,13,0.0,0.0,257.0,2,7
753,2020-07-23,17,0.0,0.0,252.0,3,7
754,2020-07-24,7,0.0,0.0,249.0,4,7
755,2020-07-25,11,0.0,0.0,227.0,5,7
756,2020-07-26,19,0.0,0.0,294.0,6,7
757,2020-07-27,16,0.0,0.0,244.0,0,7
758,2020-07-28,3,0.39,0.0,221.0,1,7
759,2020-07-29,19,2.02,0.0,250.0,2,7
760,2020-07-30,12,1.95,0.0,239.0,3,7
761,2020-07-31,12,2.03,0.0,245.0,4,7
762,2020-08-01,8,2.0,0.0,255.0,5,8
763,2020-08-02,9,1.61,0.0,271.0,6,8
764,2020-08-03,19,0.0,0.0,269.0,0,8
765,2020-08-04,10,0.0,0.0,258.0,1,8
766,2020-08-05,10,0.0,0.0,286.0,2,8
767,2020-08-06,19,0.0,0.0,266.0,3,8
768,2020-08-07,7,0.0,0.0,218.0,4,8
769,2020-08-08,6,0.0,0.0,234.0,5,8
770,2020-08-09,8,0.0,0.0,250.0,6,8
771,2020-08-10,15,0.0,0.0,275.0,0,8
772,2020-08-11,11,0.0,0.0,263.0,1,8
773,2020-08-12,8,3.7,0.0,238.0,2,8
774,2020-08-13,12,22.0,0.0,179.0,3,8
775,2020-08-14,13,23.16,0.0,219.0,4,8
776,2020-08-15,10,23.76,0.0,226.0,5,8
777,2020-08-16,12,22.13,0.0,255.0,6,8
778,2020-08-17,22,21.53,0.0,292.0,0,8
779,2020-08-18,14,21.7,0.0,267.0,1,8
780,2020-08-19,14,21.61,0.0,257.0,2,8
781,2020-08-20,9,21.94,0.0,251.0,3,8
782,2020-08-21,19,22.68,0.0,222.0,4,8
783,2020-08-22,12,22.59,0.0,225.0,5,8
784,2020-08-23,16,21.13,0.0,267.0,6,8
785,2020-08-24,21,19.58,0.0,292.0,0,8
786,2020-08-25,13,19.89,0.0,239.0,1,8
787,2020-08-26,21,19.84,0.0,244.0,2,8
788,2020-08-27,13,19.99,0.0,270.0,3,8
789,2020-08-28,17,20.48,0.0,277.0,4,8
790,2020-08-29,6,20.22,0.0,281.0,5,8
791,2020-08-30,10,20.0,0.0,302.0,6,8
792,2020-08-31,15,20.1,0.0,252.0,0,8
793,2020-09-01,20,19.77,0.0,299.0,1,9
794,2020-09-02,23,14.67,0.0,272.0,2,9
795,2020-09-03,10,0.0,0.0,238.0,3,9
796,2020-09-04,15,0.0,0.0,250.0,4,9
797,2020-09-05,18,0.0,0.0,240.0,5,9
798,2020-09-06,7,0.0,0.0,268.0,6,9
799,2020-09-07,19,0.0,0.0,271.0,0,9
800,2020-09-08,8,0.0,0.0,262.0,1,9
801,2020-09-09,17,0.0,0.0,239.0,2,9
802,2020-09-10,13,0.0,0.0,268.0,3,9
803,2020-09-11,14,0.0,0.0,268.0,4,9
804,2020-09-12,24,0.0,0.0,241.0,5,9
805,2020-09-13,13,0.0,0.0,261.0,6,9
806,2020-09-14,28,0.0,0.0,276.0,0,9
807,2020-09-15,18,0.0,0.0,240.0,1,9
808,2020-09-16,12,0.0,0.0,234.0,2,9
809,2020-09-17,21,0.0,0.0,282.0,3,9
810,2020-09-18,18,1.67,0.0,258.0,4,9
811,2020-09-19,13,2.79,0.0,223.0,5,9
812,2020-09-20,15,2.71,0.0,256.0,6,9
813,2020-09-21,17,2.81,0.0,219.0,0,9
814,2020-09-22,20,2.82,0.0,269.0,1,9
815,2020-09-23,13,2.81,0.0,250.0,2,9
816,2020-09-24,24,3.1,0.0,261.0,3,9
817,2020-09-25,32,5.45,0.0,264.0,4,9
818,2020-09-26,12,5.67,0.0,191.0,5,9
819,2020-09-27,13,5.58,0.0,231.0,6,9
820,2020-09-28,18,5.79,0.0,223.0,0,9
821,2020-09-29,13,6.14,0.0,230.0,1,9
822,2020-09-30,14,2.66,0.0,221.0,2,9
823,2020-10-01,7,0.0,0.0,216.0,3,10
824,2020-10-02,17,0.0,0.0,214.0,4,10
825,2020-10-03,6,0.0,0.0,161.0,5,10
826,2020-10-04,10,0.0,0.0,204.0,6,10
827,2020-10-05,18,0.0,0.0,204.0,0,10
828,2020-10-06,11,0.0,0.0,221.0,1,10
829,2020-10-07,11,0.0,0.0,185.0,2,10
830,2020-10-08,11,6.3,0.0,199.0,3,10
831,2020-10-09,20,11.74,0.0,219.0,4,10
832,2020-10-10,9,11.53,0.0,188.0,5,10
833,2020-10-11,6,10.01,0.0,226.0,6,10
834,2020-10-12,14,9.66,0.0,238.0,0,10
835,2020-10-13,12,10.15,0.0,195.0,1,10
836,2020-10-14,9,9.75,0.0,183.0,2,10
837,2020-10-15,13,9.75,0.0,195.0,3,10
838,2020-10-16,7,9.87,0.0,176.0,4,10
839,2020-10-17,9,25.85,0.0,175.0,5,10
840,2020-10-18,11,39.33,0.0,223.0,6,10
841,2020-10-19,22,39.64,0.0,263.0,0,10
842,2020-10-20,27,39.87,0.0,244.0,1,10
843,2020-10-21,17,39.78,0.0,229.0,2,10
844,2020-10-22,14,39.99,0.0,225.0,3,10
845,2020-10-23,11,40.26,0.0,207.0,4,10
846,2020-10-24,7,40.81,0.0,175.0,5,10
847,2020-10-25,9,39.6,0.0,193.0,6,10
848,2020-10-26,16,39.12,0.0,219.0,0,10
849,2020-10-27,14,35.07,0.0,217.0,1,10
850,2020-10-28,20,31.12,0.0,211.0,2,10
851,2020-10-29,14,31.48,0.0,182.0,3,10
852,2020-10-30,13,31.43,0.0,156.0,4,10
853,2020-10-31,4,35.02,0.0,150.0,5,10
854,2020-11-01,10,29.71,0.0,217.0,6,11
855,2020-11-02,17,28.68,0.0,228.0,0,11
856,2020-11-03,20,10.13,0.0,222.0,1,11
857,2020-11-04,16,9.58,0.0,209.0,2,11
858,2020-11-05,18,10.06,0.0,197.0,3,11
859,2020-11-06,10,12.12,0.0,187.0,4,11
860,2020-11-07,4,16.89,0.0,147.0,5,11
861,2020-11-08,7,11.85,0.0,200.0,6,11
862,2020-11-09,13,6.25,0.0,173.0,0,11
863,2020-11-10,18,5.95,0.0,166.0,1,11
864,2020-11-11,11,3.62,0.0,156.0,2,11
865,2020-11-12,5,0.0,0.0,141.0,3,11
866,2020-11-13,3,0.0,0.0,125.0,4,11
867,2020-11-14,2,0.0,0.0,114.0,5,11
868,2020-11-15,1,0.0,0.0,102.0,6,11
869,2020-11-16,9,0.0,0.0,131.0,0,11
870,2020-11-17,5,0.0,0.0,164.0,1,11
871,2020-11-18,5,0.0,0.0,113.0,2,11
872,2020-11-19,8,0.0,0.0,160.0,3,11
873,2020-11-20,2,0.0,0.0,122.0,4,11
874,2020-11-21,2,0.0,0.0,164.0,5,11
875,2020-11-22,7,0.0,0.0,168.0,6,11
876,2020-11-23,7,11.61,0.0,196.0,0,11
877,2020-11-24,15,11.32,0.0,205.0,1,11
878,2020-11-25,7,11.44,0.0,176.0,2,11
879,2020-11-26,11,11.25,0.0,187.0,3,11
880,2020-11-27,30,16.04,0.0,364.0,4,11
881,2020-11-28,23,29.0,0.0,202.0,5,11
882,2020-11-29,18,27.62,0.0,203.0,6,11
883,2020-11-30,13,15.89,0.0,228.0,0,11
884,2020-12-01,12,9.8,0.0,201.0,1,12
885,2020-12-02,14,9.79,0.0,208.0,2,12
886,2020-12-03,11,9.92,0.0,175.0,3,12
887,2020-12-04,13,6.86,0.0,176.0,4,12
888,2020-12-05,6,0.0,0.0,160.0,5,12
889,2020-12-06,6,0.0,0.0,174.0,6,12
890,2020-12-07,13,0.0,0.0,216.0,0,12
891,2020-12-08,14,0.0,0.0,184.0,1,12
892,2020-12-09,20,0.0,0.0,223.0,2,12
893,2020-12-10,13,0.0,0.0,237.0,3,12
894,2020-12-11,13,0.0,0.0,202.0,4,12
895,2020-12-12,13,29.09,0.0,211.0,5,12
896,2020-12-13,18,36.45,0.0,206.0,6,12
897,2020-12-14,24,47.46,0.0,259.0,0,12
898,2020-12-15,38,68.31,0.0,283.0,1,12
899,2020-12-16,35,89.56,0.0,257.0,2,12
900,2020-12-17,64,146.46,0.0,314.0,3,12
901,2020-12-18,46,158.79,0.0,265.0,4,12
902,2020-12-19,45,124.76,0.0,294.0,5,12
903,2020-12-20,52,131.49,0.0,249.0,6,12
904,2020-12-21,55,142.0,0.0,309.0,0,12
905,2020-12-22,59,142.72,0.0,293.0,1,12
906,2020-12-23,45,106.54,0.0,210.0,2,12
907,2020-12-24,30,111.34,0.0,139.0,3,12
908,2020-12-25,27,103.11,0.0,211.0,4,12
909,2020-12-26,17,102.98,0.0,212.0,5,12
910,2020-12-27,23,87.18,0.0,234.0,6,12
911,2020-12-28,33,107.01,0.0,248.0,0,12
912,2020-12-29,33,126.43,0.0,213.0,1,12
913,2020-12-30,18,129.55,0.0,197.0,2,12
914,2020-12-31,25,119.4,0.0,124.0,3,12
915,2021-01-01,24,92.14,0.0,128.0,4,1
916,2021-01-02,17,81.23,0.0,226.0,5,1
917,2021-01-03,19,84.51,0.0,207.0,6,1
918,2021-01-04,31,88.19,0.0,245.0,0,1
919,2021-01-05,33,91.69,0.0,296.0,1,1
920,2021-01-06,26,93.86,0.0,255.0,2,1
921,2021-01-07,34,94.55,0.0,219.0,3,1
922,2021-01-08,15,88.83,0.0,197.0,4,1
923,2021-01-09,27,95.46,0.0,204.0,5,1
924,2021-01-10,16,141.2,0.0,220.0,6,1
925,2021-01-11,31,144.29,0.0,233.0,0,1
926,2021-01-12,34,131.51,0.0,270.0,1,1
927,2021-01-13,28,129.82,0.0,237.0,2,1
928,2021-01-14,46,107.19,0.0,282.0,3,1
929,2021-01-15,59,96.07,0.0,279.0,4,1
930,2021-01-16,29,135.6,0.0,232.0,5,1
931,2021-01-17,34,165.29,0.0,287.0,6,1
932,2021-01-18,41,174.71,0.0,261.0,0,1
933,2021-01-19,46,192.42,0.0,323.0,1,1
934,2021-01-20,36,196.09,0.0,256.0,2,1
935,2021-01-21,25,156.39,0.0,265.0,3,1
936,2021-01-22,28,153.45,0.0,231.0,4,1
937,2021-01-23,25,199.31,0.0,245.0,5,1
938,2021-01-24,22,144.47,0.0,251.0,6,1
939,2021-01-25,43,211.41,0.0,314.0,0,1
940,2021-01-26,31,180.84,0.0,259.0,1,1
941,2021-01-27,40,188.27,0.0,259.0,2,1
942,2021-01-28,30,220.57,0.0,241.0,3,1
943,2021-01-29,35,237.61,0.0,256.0,4,1
944,2021-01-30,38,214.91,0.0,259.0,5,1
945,2021-01-31,40,182.58,0.0,274.0,6,1
946,2021-02-01,56,186.03,0.0,350.0,0,2
947,2021-02-02,33,179.07,0.0,291.0,1,2
948,2021-02-03,43,179.86,0.0,322.0,2,2
949,2021-02-04,50,182.08,0.0,294.0,3,2
950,2021-02-05,32,154.82,0.0,283.0,4,2
951,2021-02-06,21,137.82,0.0,240.0,5,2
952,2021-02-07,28,107.73,0.0,253.0,6,2
953,2021-02-08,38,107.54,0.0,278.0,0,2
954,2021-02-09,41,109.31,0.0,296.0,1,2
955,2021-02-10,28,107.45,0.0,259.0,2,2
956,2021-02-11,43,129.56,0.0,270.0,3,2
957,2021-02-12,34,226.66,0.0,241.0,4,2
958,2021-02-13,31,224.26,0.0,240.0,5,2
959,2021-02-14,16,199.92,0.0,205.0,6,2
960,2021-02-15,39,136.4,0.0,270.0,0,2
961,2021-02-16,44,277.21,0.0,271.0,1,2
962,2021-02-17,24,185.75,0.0,245.0,2,2
963,2021-02-18,35,133.74,0.0,249.0,3,2
964,2021-02-19,23,270.56,0.0,225.0,4,2
965,2021-02-20,22,181.65,0.0,247.0,5,2
966,2021-02-21,20,130.99,0.0,245.0,6,2
967,2021-02-22,29,135.47,0.0,290.0,0,2
968,2021-02-23,45,372.99,0.0,283.0,1,2
969,2021-02-24,46,339.11,0.0,280.0,2,2
970,2021-02-25,34,261.27,0.0,304.0,3,2
971,2021-02-26,26,260.61,0.0,241.0,4,2
972,2021-02-27,31,241.3,0.0,226.0,5,2
973,2021-02-28,21,216.52,0.0,242.0,6,2
974,2021-03-01,35,212.17,0.0,242.0,0,3
975,2021-03-02,26,225.01,0.0,264.0,1,3
976,2021-03-03,31,220.73,0.0,245.0,2,3
977,2021-03-04,20,214.12,83.13,216.0,3,3
978,2021-03-05,23,289.04,79.1,154.0,4,3
979,2021-03-06,24,224.78,56.63,128.0,5,3
980,2021-03-07,30,119.05,88.68,151.0,6,3
981,2021-03-08,32,271.72,75.43,169.0,0,3
982,2021-03-09,24,124.33,14.18,173.0,1,3
983,2021-03-10,25,111.81,21.85,154.0,2,3
984,2021-03-11,25,118.8,23.47,131.0,3,3
985,2021-03-12,22,114.38,38.79,130.0,4,3
986,2021-03-13,12,124.08,63.66,108.0,5,3
987,2021-03-14,25,118.33,85.17,161.0,6,3
988,2021-03-15,16,117.8,41.92,155.0,0,3
989,2021-03-16,21,144.27,41.6,121.0,1,3
990,2021-03-17,13,146.65,40.84,128.0,2,3
991,2021-03-18,19,123.38,37.66,164.0,3,3
992,2021-03-19,16,238.31,36.59,162.0,4,3
993,2021-03-20,26,214.71,32.7,114.0,5,3
994,2021-03-21,16,176.86,33.21,144.0,6,3
995,2021-03-22,22,136.99,29.04,168.0,0,3
996,2021-03-23,28,139.17,32.26,136.0,1,3
997,2021-03-24,16,131.38,35.66,165.0,2,3
998,2021-03-25,29,113.88,28.34,158.0,3,3
999,2021-03-26,12,115.36,20.89,138.0,4,3
1000,2021-03-27,18,106.46,44.0,126.0,5,3
1001,2021-03-28,27,113.92,64.12,128.0,6,3
1002,2021-03-29,30,97.03,32.69,164.0,0,3
1003,2021-03-30,23,116.86,29.65,168.0,1,3
1004,2021-03-31,22,115.45,29.02,138.0,2,3
1005,2021-04-01,25,131.4,36.6,168.0,3,4
1006,2021-04-02,20,155.57,34.94,161.0,4,4
1007,2021-04-03,28,113.92,36.22,159.0,5,4
1008,2021-04-04,29,111.78,33.9,158.0,6,4
1009,2021-04-05,34,89.78,29.85,160.0,0,4
1010,2021-04-06,23,78.04,31.48,183.0,1,4
1011,2021-04-07,39,128.61,12.0,169.0,2,4
1012,2021-04-08,36,116.22,7.51,177.0,3,4
1013,2021-04-09,24,115.98,9.59,160.0,4,4
1014,2021-04-10,21,112.32,13.14,142.0,5,4
1015,2021-04-11,17,92.72,13.83,138.0,6,4
1016,2021-04-12,21,91.57,9.73,125.0,0,4
1017,2021-04-13,22,82.23,6.81,157.0,1,4
1018,2021-04-14,32,84.88,7.83,162.0,2,4
1019,2021-04-15,21,100.53,7.5,191.0,3,4
1020,2021-04-16,17,165.7,11.04,134.0,4,4
1021,2021-04-17,23,121.16,17.76,146.0,5,4
1022,2021-04-18,18,101.31,13.45,185.0,6,4
1023,2021-04-19,19,119.28,11.66,176.0,0,4
1024,2021-04-20,27,86.32,9.02,162.0,1,4
1025,2021-04-21,29,111.74,8.31,177.0,2,4
1026,2021-04-22,19,123.66,10.1,160.0,3,4
1027,2021-04-23,23,139.9,10.17,157.0,4,4
1028,2021-04-24,20,144.91,7.59,160.0,5,4
1029,2021-04-25,38,138.66,8.38,216.0,6,4
1030,2021-04-26,34,184.18,10.74,213.0,0,4
1031,2021-04-27,32,187.75,10.0,170.0,1,4
1032,2021-04-28,34,180.91,10.16,162.0,2,4
1033,2021-04-29,29,211.24,10.98,165.0,3,4
1034,2021-04-30,41,203.98,9.02,180.0,4,4
1035,2021-05-01,24,195.7,10.1,152.0,5,5
1036,2021-05-02,32,216.92,9.35,195.0,6,5
1037,2021-05-03,38,215.13,10.67,183.0,0,5
1038,2021-05-04,33,207.58,8.12,186.0,1,5
1039,2021-05-05,41,245.78,10.28,201.0,2,5
1040,2021-05-06,62,229.32,10.7,242.0,3,5
1041,2021-05-07,41,216.86,7.37,201.0,4,5
1042,2021-05-08,25,255.55,6.06,164.0,5,5
1043,2021-05-09,24,278.84,9.39,162.0,6,5
1044,2021-05-10,49,266.62,14.74,158.0,0,5
1045,2021-05-11,32,233.03,11.54,176.0,1,5
1046,2021-05-12,27,157.7,15.11,168.0,2,5
1047,2021-05-13,15,138.21,14.25,172.0,3,5
1048,2021-05-14,30,176.67,8.21,156.0,4,5
1049,2021-05-15,18,199.29,7.65,166.0,5,5
1050,2021-05-16,23,204.33,8.22,153.0,6,5
1051,2021-05-17,25,218.85,10.45,190.0,0,5
1052,2021-05-18,43,241.37,10.32,199.0,1,5
1053,2021-05-19,26,216.84,9.85,173.0,2,5
1054,2021-05-20,31,245.35,8.85,189.0,3,5
1055,2021-05-21,26,190.69,4.18,161.0,4,5
1056,2021-05-22,17,165.35,7.41,168.0,5,5
1057,2021-05-23,21,226.47,5.99,163.0,6,5
1058,2021-05-24,38,240.48,9.26,207.0,0,5
1059,2021-05-25,33,248.61,9.29,207.0,1,5
1060,2021-05-26,31,178.39,11.17,198.0,2,5
1061,2021-05-27,33,187.39,10.98,178.0,3,5
1062,2021-05-28,37,221.92,15.61,179.0,4,5
1063,2021-05-29,24,206.55,21.91,179.0,5,5
1064,2021-05-30,33,187.4,21.01,171.0,6,5
1065,2021-05-31,28,217.49,26.82,171.0,0,5
1066,2021-06-01,31,219.62,25.23,186.0,1,6
1067,2021-06-02,35,218.79,22.37,221.0,2,6
1068,2021-06-03,26,126.47,24.39,162.0,3,6
1069,2021-06-04,28,117.38,23.66,189.0,4,6
1070,2021-06-05,20,147.01,20.87,170.0,5,6
1071,2021-06-06,19,168.86,22.27,177.0,6,6
1072,2021-06-07,12,142.52,18.97,175.0,0,6
1073,2021-06-08,27,84.0,19.17,160.0,1,6
1074,2021-06-09,39,159.82,17.41,169.0,2,6
1075,2021-06-10,31,172.8,20.01,194.0,3,6
1076,2021-06-11,27,169.29,17.63,161.0,4,6
1077,2021-06-12,25,178.6,15.07,169.0,5,6
1078,2021-06-13,23,174.05,16.32,204.0,6,6
1079,2021-06-14,44,163.97,19.01,211.0,0,6
1080,2021-06-15,41,177.46,13.67,212.0,1,6
1081,2021-06-16,61,125.82,20.58,257.0,2,6
1082,2021-06-17,37,239.02,25.36,226.0,3,6
1083,2021-06-18,39,215.28,18.67,193.0,4,6
1084,2021-06-19,28,193.52,0.16,253.0,5,6
1085,2021-06-20,16,189.49,4.18,205.0,6,6
1086,2021-06-21,19,190.37,13.19,197.0,0,6
1087,2021-06-22,34,188.51,27.04,206.0,1,6
1088,2021-06-23,24,192.04,39.96,169.0,2,6
1089,2021-06-24,21,147.33,40.2,176.0,3,6
1090,2021-06-25,25,131.36,24.99,156.0,4,6
1091,2021-06-26,19,118.7,16.86,178.0,5,6
1092,2021-06-27,16,131.19,15.59,168.0,6,6
1093,2021-06-28,27,135.3,16.39,182.0,0,6
1094,2021-06-29,20,141.57,26.02,172.0,1,6
1095,2021-06-30,37,137.33,22.96,194.0,2,6
1096,2021-07-01,28,141.3,25.26,192.0,3,7
1097,2021-07-02,39,135.44,16.54,198.0,4,7
1098,2021-07-03,26,145.08,21.89,149.0,5,7
1099,2021-07-04,30,141.55,23.14,152.0,6,7
1100,2021-07-05,41,136.0,22.72,202.0,0,7
1101,2021-07-06,51,142.68,21.97,198.0,1,7
1102,2021-07-07,29,136.06,20.64,194.0,2,7
1103,2021-07-08,32,138.55,19.91,179.0,3,7
1104,2021-07-09,22,142.63,19.27,146.0,4,7
1105,2021-07-10,17,142.53,13.5,165.0,5,7
1106,2021-07-11,21,133.94,15.27,173.0,6,7
1107,2021-07-12,35,135.69,18.87,210.0,0,7
1108,2021-07-13,33,136.67,18.51,207.0,1,7
1109,2021-07-14,25,138.48,16.23,194.0,2,7
1110,2021-07-15,27,137.04,14.8,180.0,3,7
1111,2021-07-16,25,139.44,17.65,170.0,4,7
1112,2021-07-17,16,146.84,24.58,148.0,5,7
1113,2021-07-18,19,140.15,22.19,158.0,6,7
1114,2021-07-19,31,140.26,25.15,184.0,0,7
1115,2021-07-20,25,138.43,16.92,199.0,1,7
1116,2021-07-21,32,136.09,23.97,184.0,2,7
1117,2021-07-22,34,152.63,22.65,193.0,3,7
1118,2021-07-23,24,167.74,22.15,180.0,4,7
1119,2021-07-24,22,179.44,18.88,135.0,5,7
1120,2021-07-25,24,173.56,14.74,167.0,6,7
1121,2021-07-26,22,171.19,14.83,144.0,0,7
1122,2021-07-27,26,175.59,21.0,165.0,1,7
1123,2021-07-28,19,152.55,15.35,119.0,2,7
1124,2021-07-29,41,157.72,35.93,148.0,3,7
1125,2021-07-30,39,153.64,50.31,155.0,4,7
1126,2021-07-31,25,159.42,63.64,156.0,5,7
1127,2021-08-01,28,155.88,59.86,192.0,6,8
1128,2021-08-02,49,151.44,0.0,240.0,0,8
1129,2021-08-03,37,157.02,50.31,191.0,1,8
1130,2021-08-04,32,153.5,88.42,161.0,2,8
1131,2021-08-05,27,149.64,99.26,185.0,3,8
1132,2021-08-06,22,151.84,78.69,140.0,4,8
1133,2021-08-07,19,165.58,69.82,160.0,5,8
1134,2021-08-08,26,217.64,74.28,177.0,6,8
1135,2021-08-09,48,262.33,71.54,189.0,0,8
1136,2021-08-10,41,273.96,56.42,182.0,1,8
